5.468429625034332275e-02,5.750359594821929932e-02,5.518659949302673340e-02,5.301024019718170166e-02,5.631053820252418518e-02,5.479107052087783813e-02,5.315010994672775269e-02,5.624775588512420654e-02,5.499554425477981567e-02,5.452059954404830933e-02,5.453236401081085205e-02,5.519802495837211609e-02,5.539743602275848389e-02,5.456968769431114197e-02,5.460470914840698242e-02,5.502045154571533203e-02,5.649971589446067810e-02,5.478125065565109253e-02,5.434343963861465454e-02,5.579368770122528076e-02,5.368837714195251465e-02,5.449812114238739014e-02,5.428291112184524536e-02,5.544352903962135315e-02,5.513838678598403931e-02,5.369309708476066589e-02,5.609797686338424683e-02,5.615136027336120605e-02,5.485953390598297119e-02,5.430905893445014954e-02,5.600026249885559082e-02,5.223131179809570312e-02
5.450876429677009583e-02,5.713612586259841919e-02,5.512994155287742615e-02,5.344319343566894531e-02,5.600559338927268982e-02,5.535928905010223389e-02,5.321288853883743286e-02,5.653536692261695862e-02,5.419109761714935303e-02,5.518350005149841309e-02,5.454358458518981934e-02,5.474117025732994080e-02,5.478377640247344971e-02,5.460543930530548096e-02,5.425121262669563293e-02,5.469039082527160645e-02,5.736402794718742371e-02,5.513579025864601135e-02,5.370183289051055908e-02,5.635343119502067566e-02,5.451826006174087524e-02,5.486129224300384521e-02,5.467534810304641724e-02,5.595093965530395508e-02,5.526730790734291077e-02,5.517410859465599060e-02,5.640268325805664062e-02,5.548787117004394531e-02,5.493703484535217285e-02,5.373026430606842041e-02,5.552174150943756104e-02,5.279567465186119080e-02
5.507820472121238708e-02,5.777844786643981934e-02,5.576586723327636719e-02,5.404701828956604004e-02,5.681278556585311890e-02,5.565963685512542725e-02,5.382632464170455933e-02,5.701347440481185913e-02,5.555275082588195801e-02,5.575616657733917236e-02,5.502169579267501831e-02,5.582617968320846558e-02,5.542550608515739441e-02,5.553433299064636230e-02,5.490528047084808350e-02,5.547897517681121826e-02,5.731435865163803101e-02,5.567990243434906006e-02,5.455317348241806030e-02,5.671374872326850891e-02,5.477917194366455078e-02,5.526467785239219666e-02,5.529348552227020264e-02,5.642717704176902771e-02,5.611252412199974060e-02,5.504828691482543945e-02,5.704402178525924683e-02,5.625087767839431763e-02,5.544146150350570679e-02,5.472403392195701599e-02,5.613340809941291809e-02,5.309585854411125183e-02
5.476366728544235229e-02,5.750233680009841919e-02,5.505805462598800659e-02,5.478738620877265930e-02,5.632116645574569702e-02,5.526247620582580566e-02,5.396678298711776733e-02,5.689210444688796997e-02,5.550517141819000244e-02,5.503733083605766296e-02,5.470095574855804443e-02,5.597240105271339417e-02,5.500681698322296143e-02,5.540151521563529968e-02,5.547878146171569824e-02,5.555750429630279541e-02,5.694141238927841187e-02,5.519942939281463623e-02,5.455769598484039307e-02,5.662882328033447266e-02,5.553960055112838745e-02,5.540312081575393677e-02,5.459277704358100891e-02,5.616095289587974548e-02,5.522656813263893127e-02,5.471738427877426147e-02,5.759603530168533325e-02,5.619977414608001709e-02,5.591463297605514526e-02,5.699539929628372192e-02,5.666270479559898376e-02,5.307916179299354553e-02
5.603927746415138245e-02,5.721735209226608276e-02,5.547050386667251587e-02,5.547934025526046753e-02,5.663594976067543030e-02,5.635454505681991577e-02,5.471736192703247070e-02,5.702109634876251221e-02,5.604274570941925049e-02,5.516082793474197388e-02,5.517066270112991333e-02,5.598479509353637695e-02,5.548008531332015991e-02,5.578218400478363037e-02,5.664914101362228394e-02,5.579849332571029663e-02,5.769249796867370605e-02,5.566298216581344604e-02,5.705045163631439209e-02,5.699150264263153076e-02,5.612429231405258179e-02,5.602009221911430359e-02,5.536155030131340027e-02,5.678318440914154053e-02,5.601443722844123840e-02,5.554509162902832031e-02,5.633795261383056641e-02,5.632617324590682983e-02,5.621935427188873291e-02,5.665461346507072449e-02,5.699829384684562683e-02,5.410394445061683655e-02
5.605076625943183899e-02,5.724523216485977173e-02,5.572453886270523071e-02,5.535416305065155029e-02,5.660676211118698120e-02,5.619169771671295166e-02,5.467258766293525696e-02,5.671342089772224426e-02,5.614276230335235596e-02,5.508648976683616638e-02,5.514341592788696289e-02,5.589731410145759583e-02,5.548538267612457275e-02,5.558443814516067505e-02,5.661417171359062195e-02,5.573854595422744751e-02,5.731292814016342163e-02,5.557438358664512634e-02,5.698058754205703735e-02,5.681074783205986023e-02,5.540110170841217041e-02,5.612371116876602173e-02,5.511442571878433228e-02,5.640699714422225952e-02,5.613856390118598938e-02,5.509704723954200745e-02,5.612860247492790222e-02,5.659291148185729980e-02,5.582931637763977051e-02,5.694610998034477234e-02,5.686170607805252075e-02,5.376826971769332886e-02
5.639070272445678711e-02,5.736976116895675659e-02,5.602421611547470093e-02,5.533365905284881592e-02,5.703084170818328857e-02,5.624812096357345581e-02,5.464727431535720825e-02,5.704110488295555115e-02,5.633618682622909546e-02,5.535973235964775085e-02,5.554152280092239380e-02,5.621133372187614441e-02,5.571296066045761108e-02,5.604019761085510254e-02,5.660161003470420837e-02,5.585055053234100342e-02,5.791698023676872253e-02,5.584161356091499329e-02,5.707553029060363770e-02,5.736961960792541504e-02,5.614662915468215942e-02,5.613360553979873657e-02,5.548335611820220947e-02,5.705581605434417725e-02,5.639323592185974121e-02,5.569539964199066162e-02,5.625467747449874878e-02,5.656743794679641724e-02,5.626225471496582031e-02,5.583524703979492188e-02,5.724123492836952209e-02,5.420813709497451782e-02
5.585837364196777344e-02,5.739298090338706970e-02,5.574598908424377441e-02,5.506928265094757080e-02,5.678856372833251953e-02,5.582080781459808350e-02,5.439143627882003784e-02,5.685462057590484619e-02,5.612977594137191772e-02,5.516951531171798706e-02,5.522837489843368530e-02,5.608730390667915344e-02,5.550396442413330078e-02,5.572796240448951721e-02,5.624543502926826477e-02,5.573107302188873291e-02,5.745077505707740784e-02,5.556190758943557739e-02,5.625738948583602905e-02,5.701829493045806885e-02,5.568986386060714722e-02,5.589688569307327271e-02,5.505854636430740356e-02,5.658560991287231445e-02,5.599360540509223938e-02,5.513162910938262939e-02,5.657028406858444214e-02,5.654092878103256226e-02,5.599114298820495605e-02,5.634191259741783142e-02,5.701436474919319153e-02,5.366767942905426025e-02
5.593064054846763611e-02,5.779905617237091064e-02,5.609614029526710510e-02,5.552010238170623779e-02,5.659901723265647888e-02,5.604866147041320801e-02,5.541994050145149231e-02,5.677798390388488770e-02,5.619307607412338257e-02,5.512360110878944397e-02,5.558698624372482300e-02,5.610231682658195496e-02,5.529386550188064575e-02,5.608823522925376892e-02,5.657506361603736877e-02,5.573935806751251221e-02,5.673550814390182495e-02,5.525141209363937378e-02,5.638310313224792480e-02,5.715785175561904907e-02,5.567722022533416748e-02,5.617977306246757507e-02,5.535095930099487305e-02,5.670529976487159729e-02,5.631229281425476074e-02,5.579596757888793945e-02,5.644981563091278076e-02,5.684961378574371338e-02,5.661977082490921021e-02,5.697276815772056580e-02,5.709073320031166077e-02,5.434981733560562134e-02
5.615807697176933289e-02,5.735559388995170593e-02,5.588038638234138489e-02,5.551178008317947388e-02,5.674511939287185669e-02,5.629283934831619263e-02,5.481554195284843445e-02,5.682975798845291138e-02,5.635099112987518311e-02,5.526454001665115356e-02,5.526500940322875977e-02,5.606723204255104065e-02,5.555141344666481018e-02,5.577879399061203003e-02,5.671111866831779480e-02,5.585575848817825317e-02,5.737489461898803711e-02,5.572013556957244873e-02,5.709258466958999634e-02,5.694817751646041870e-02,5.549988895654678345e-02,5.625216662883758545e-02,5.528839677572250366e-02,5.654762685298919678e-02,5.633681267499923706e-02,5.521492287516593933e-02,5.628366023302078247e-02,5.670752376317977905e-02,5.594001710414886475e-02,5.711674690246582031e-02,5.693963542580604553e-02,5.388302356004714966e-02
